texto,texto_traduzido
"Lugar agradável, bem movimentado, atendimento rápido porém falta informação do que a disponibilidade na equipe, tivemos que reformular o cardápio duas vezes pois no sistema ainda tinha disponibilidade de alguns itens que já não possui mais. Preços de acordo com a concorrência.","Nice place, very busy, fast service but lack information than the availability in the team, we had to reformulate the menu twice because in the system there was still availability of some items that no longer has. Prices according to the competition."
"Pedimos a croquete de carne e achei muito gostosa!
Preços do cardápio achei um pouco acima da média.
Pontos negativos a serem melhorados: A panelinha não gostei muito de algumas carnes que estavam misturadas... o atendimento não foi muito receptivo.","We ordered the meat croquette and found it very hot!
Menu prices I found slightly above average.
Negative points to be improved: the click I didn't like some meats that were mixed ... the service was not very receptive."
"Só fama, péssimo atendimento, péssima prestação de serviço. Muitas opções em falta ( em plena sexta-feira).
E já se observa a preocupação do estabelecimento com o bem estar dos clientes!","Only fame, terrible service, terrible service. Many missing options (in the middle of Friday).
And the concern of the establishment with the well -being of customers is already observed!"
"Atendimento péssimo, garçom com barba parecia sem vontade de nos atender, nem anotou o pedido, e depois outro garçom disse que não tinha disco de carne mais, que não entendeu pq ele mandou o pedido. Pedimos para cancelar o pedido e fomos embora.","Lousy service, waiter with beard seemed unwilling to answer us, nor did he write down, and then another waiter said he had no meat record anymore, that he did not understand because he sent the request. We asked to cancel the order and left."
"Excelente ! E quando a gente sabe o nome do garçom,  parece que o atendimento é bem melhor e diferenciado ☺️","Great ! And when we know the name of the waiter, it seems that the service is much better and differentiated ☺️"
"15/04/2023 -> A comida e de qualidade porém o atendimento deixa a desejar. Garçons não dão atenção ao cliente, fiz pedido para o garçon 3x pois o garçon esquecia de levar. Pedi para juntar messas e o garçon não deixou, tivemos que sentar em messas separadas.","04/15/2023 -> Food and quality but the service leaves something to be desired. Waiters do not pay attention to the customer, I asked for the 3x waiter because the waiter forgot to take. I asked to gather messas and the waiter did not let, we had to sit on separate messes."
"Cerveja gelada, bom ambiente, familia, jovens, casais, bem saudável e que dá pra levar sua namorada, amigos e até seus pais. Sem erro para quem deseja resenhar tranquilo com seus entes mais queridos. Comida muito boa, defumados. Os valores são em conta, porém não-econômicos. Pode haver dificuldade em achar estacionamento, mas nem tanto. Grupos de motoqueiros gostam de ir ao local. Música ambiente é predominantemente rock de todo tipo.","Cold beer, good atmosphere, family, young people, couples, very healthy and that you can take your girlfriend, friends and even your parents. No error for those who want to review calmly with their most beloved beings. Very good, smoked food. The values ​​are into account, but non-economic. There may be difficulty in finding parking, but not so much. Biker groups like to go to the scene. Environmental music is predominantly rock of all kinds."
"Bar maravilhoso!!!!! Atendimento do Flávio sempre excepcional 👏🏻👏🏻👏🏻 Comida uma delícia, as carnes são sem igual 🥰🥰🥰","WONDERFUL BAR !!!!! Always exceptional Flávio service 👏🏻👏🏻👏🏻 Food a delight, the meats are unique 🥰🥰🥰"
"Costela no capricho, tem que chegar mais cedo pra não ficar esperando mesa, depois das 20 lota, então se não tem paciência de esperar chega mais cedo, atendimento bom, música top, comida muito boa.","Ribs on the whim, you have to arrive early so as not to wait for a table, after 20 Puket, so if you have no patience to wait early, good service, top music, very good food."
Excelente atendimento. Comida saiu rápido. Costela excelente e bebida bem gelada!,Excellent service. Food came out fast. Excellent rib and very cold drink!
"Excelente! Ótimo atendimento, comida muito saborosa, tudo delicioso. Com certeza irei retornar mais vezes, recomendo.","Great! Great service, very tasty food, all delicious. I will definitely return more often, I recommend it."
"Bebidas geladas, os melhores petiscos e defumados da cidade.","Cold drinks, the best snacks and smoked in the city."
Foi péssima eles fizeram uma bagunça com a conta colocou coisa de outra mesa pra eu pagar eu pedi pra tirar o que eu não tinha consumido e ficou foi mais caro pq eles disse que apareceu mais cerveja num sei nem explicar não gostei e ainda o atendimento é muito demorado,It was terrible they made a mess with the bill put something from another table to pay I asked to take what I had not consumed and was more expensive because they said it appeared more beer nor explain I did not like and yet the service is too slow
"Ambiente agradável
Comida boa 👏👏","Pleasant environment
Good food 👏👏"
"Pratos ótimos, tempero excelente e cerveja muito gelada!!! Nota 1000!!!","Great dishes, excellent seasoning and very cold beer !!! NOTE 1000 !!!"
"Uma.das melhores descobertas dos últimos tempos! Comida muuuuuuuito boa, atendimento muito jóia e preço interessante! Vale a pena demais","One.das better discoveries of recent times! Soooo good food, very jewelry and interesting price! Too worthwhile"
Que costela top muito boa vim de BH pra conhecer fui bem atendido lugar muito bom tá de parabéns,What a very good top rib I came from BH to know I was well attended very good place is to be congratulations
"Bom ambiente e atendimento.
Costela saborosa, mas muito salgada para meu paladar.
Custo benefício elevado.","Good environment and service.
Tasty but very salty ribs for my taste.
High cost benefit."
"Comida maravilhosa! Costelinha defumada uma das melhores, feijoada também só o ouro! Top dms vale a pena ir!","Wonderful food! Smoked ribs one of the best, feijoada also only gold! Top DMS is worth going!"
"Comida muito boa, experimentei a costela de porco e a costela de vaca, ambas estavam deliciosas. A opção de levar para casa também é ótima, porque os pratos prontos e congelados ficam excelentes. Recomendo muito.","Very good food, I tried the pork rib and cow rib, both were delicious. The option to take home is also great, because the ready and frozen dishes are excellent. I recommend it a lot."
"Ambiente aberto, sem climatização. Merece ao menos um climatizador, até porque alguns mosquitos começam a incomodar no meio da tarde. Comida e atendimento impecáveis.","Open environment, without air conditioning. It deserves at least an air conditioner, because some mosquitoes start to bother in the middle of the afternoon. Impeccable food and service."
"Lugar top, comida excelente e cerveja trincando de gelada.","TOP PLACE, EXCELLENT FOOD AND CRAZY CRYERS."
"Top demais! Música boa e a comida top! A última vez que eu fui, toda hora se quebrava um prato kk","Top too much! Good music and top food! The last time I went, every time a dish kk was broken"
"Recomendo muito esse local, pra quem gosta de uma boa costela, cerveja gelada e um ambiente agradável.","I highly recommend this place, for those who like a good rib, cold beer and a pleasant atmosphere."
"Costela bovina maravilhosa.
Ambiente confortável e agradável.
Garçons super gentis.
Volto!","Wonderful beef rib.
Comfortable and pleasant environment.
Super kind waiters.
Back!"
"Mesmo cheio fomos bem atendidos, cerveja gelada e os petiscos muito bons! Vale a volta.","Even full we were well attended, cold beer and very good snacks! It is worth around."
"Culinária maravilhosa, deixaram faltar as principais bebidas e copos, atendimento um pouco perdido. Informaram que foi devido ao grande movimento que estavam tendo e por começarem a trabalhar com IFood.  Se atentem a isso! Vcs tem tudo para serem maravilhosos!","Wonderful cuisine, they missed the main drinks and glasses, a little lost service. They reported that it was due to the great movement they were having and starting to work with IFood. Pay attention to it! You guys have everything to be wonderful!"
"Ótimo lugar, comida ótima.","Great place, great food."
"Excelente local, cardápio variado e com preço justo. Os pratos servem com fartura.","Excellent place, varied menu and fair price. The dishes serve with plenty."
O atendimento pra ser péssimo precisa melhorar muito! Sem contar que a caipirinha que pedi foi uma das piores que já tomei!!!,The service to be terrible needs to improve a lot! Not to mention that the caipirinha I asked was one of the worst I ever took !!!
"Local de cardápio variado, para amantes de carnes excelente opção, bebidas estupidamente geladas, e ambiente nada agradável para veganos ou quem esteja com promessa de não beber....
#fogonoPit","Various menu place, for excellent meat lovers, stupidly cold drinks, and unpleasant environment for vegans or who is promised not to drink ....
#fogonopit"
O melhor boteco da cidade! Sem dúvida. Cerva gelada e ótimas opções no cardápio.,The best bar in town! Undoubtedly. Cold Cervo and great options on the menu.
"Local excelente, agradável ,comida muito boa e farturenta, muito bom mesmo. Voltarei com certeza.","Excellent place, pleasant, very good food and a crash, very good indeed. I'll be back for sure."
"Lugar excelente com comida, atendimento e cevrveja gelada. Muito bom!","Excellent place with food, service and cold cow. Very good!"
Maravilhoso! A costela e a maçã do peito são tudo de bom. Petiscos deliciosos.,Wonderful! The rib and chest apple are all good. Delicious snacks.
Excelente cardápio e baita atendimento bom.,Excellent menu and great service good.
"A comida é sensacional, cerveja estupidamente gelada. Pena que os preços, apesar de justos, são altos, senão eu ia toda semana.","The food is sensational, stupidly cold beer. Too bad prices, although fair, are high, otherwise I went every week."
"Lugar tranquilo, bom atendimento. Ideal para uma cerveja no final da tarde.","Quiet place, good service. Ideal for a beer in the late afternoon."
Garçom Flávio excelente...,Flavio waiter excellent ...
Lugar top  espaço  espetacular   atendimento  muito bom  grande abraço    mano Bruno    aqui é o mineiro do fogueiro,Place Top Spectacular Space Very good service Big Hug Mano Bruno here is the miner of the fire
"A comida é simplesmente maravilhosa; a costela desmancha, de tão assada.","The food is simply wonderful; The rib dismantles, so baked."
Pedi pelo ifood e atrasou até que tive que cancelar. E não deram satisfação alguma. Péssimo.,I asked for iFood and delayed until I had to cancel. And they gave no satisfaction. Terrible.
"COMEMOREI O MEU NIVER AI ...
QUE LUGAR EXTRAORDINÁRIO E BACANA E FAMILIA TOP AMEI  OS TIRA GOSTOS TOP .","I celebrated my niver there ...
What an extraordinary place and cool and family top I loved the top tastes."
"Muito bom, porém não vale o valor elevado, superestimado.","Very good, but not worth the high value, overestimated."
"Atendimento impecável e feijoada sensacional, de fato a melhor de goiânia!","Impeccable service and sensational feijoada, in fact the best in Goiânia!"
"Encantada pelos pratos, qualidade e bom atendimento.","Delighted by dishes, quality and good service."
"Carnes saborosas, equipe atende muito bem!!","Tasty meats, team serves very well !!"
"Costela simplesmente PERFEITA. Ótimo atendimento, tudo perfeito !!","Simply perfect rib. Great service, all perfect !!"
Costela estava derretendo. Simplesmente maravilhoso. Ótimo atendimento,Rib was melting. Just wonderful. Great service
Excelente comida. O atendimento deixou um pouco a desejar.,Excellent food. The service left a little to be desired.
"Top, comida muito boa principalmente bolina custela","TOP, Very good food mainly Bolina Costtela"
"Comida bem preparada, atendentes atenciosos","Well prepared food, attentive attendants"
"Melhor costela suína de Goiânia!!! A carne derrete no osso, deliciosa!!!!","Best Pork Rib of Goiânia !!! The meat melts in the bone, delicious !!!!"
Comida e atendimento perfeito. Super indico.,Food and perfect service. Super indicate.
"A melhor costela de Goiânia, vale a pena conferir","The best rib of Goiânia, it is worth checking out"
"Perfeito o bolinho de costela , vale conferir!","Perfect the rib ball, it's worth checking out!"
"Bebida gelada e a costela uma delícia!!!
Excelente atendimento.","Cold drink and the rib a delight !!!
Excellent service."
Melhor carde defuma de Goiânia...Mió de Goiás!,Best Slow Card of Goiânia ... Mió de Goiás!
"Costela braba, bonita e aparentemente saborosa","Braba, beautiful and seemingly tasty rib"
"Ótimo, comida maravilhosa","Great, wonderful food"
"Atendimento bom,porém preços não compatíveis com o mercado","Good service, but prices not compatible with the market"
"Bom atendimento
Costela uma delícia","Good service
Cost a delight"
Foi boa.,It was good.
Muito bom,Very good
Atendimento do Flávio é maravilhoso!!!,Flávio's service is wonderful !!!
Fomos super bem atendidos!!!,We were super well attended !!!
"Lugar legal, bom Espaço, música boa e uma equipe que atende super bem.","Cool place, good space, good music and a team that serves super well."
"Ambiente muito descontraído e bonito.
Estive na casa em um dia de rock Emo. Gostaria que esse tipo de música fosse considerada para eventos de fim de semana, geralmente são apenas as quartas ou quintas, o que dificulta um pouco ir... mas tudo bem.
O lugar é bastante arejado apesar de ser fechado e o sistema de comanda individual é o ideal, adorei.
Recomendo.","Very relaxed and beautiful atmosphere.
I was in the house on a day of rock emo. I would like this type of music to be considered for weekend events, are usually just Wednesdays or Thursdays, which makes it a little difficult to go ... But that's fine.
The place is quite airy despite being closed and the individual command system is ideal, I loved it.
I recommend."
Maravilhoso gostei muito passar meu aniversário do dia 13 no dia do Rock.,Wonderful I really enjoyed spending my birthday on the 13th on rock day.
"Ambiente muito bom banda foi boa pelo que se propõem foram bem mais, pela diversidade que cantam as vezes a banda manda muito mau . Banda club retro. Sei que vão me criticar mais ficou ruim. Apesar disto o espaço é bem legal e com um público bem legal vale a pena ir.","Very good environment was good for what they propose were much more, the diversity that sing sometimes the band sends very bad. Banda Club Retro. I know they will criticize me more it got bad. Despite this the space is very cool and with a very cool audience it is worth going."
"Ambiente amplo, com atrações excelentes, bar com opções de bebida e comida adequados pra o tipo de rolê. Os atendentes são muito educados e ágeis. Um lugar bom pra ouvir música, curtir bandas locais (e tbm de fora), e tem a opção de mesas mais distantes do palco que permitem conversar com os amigos sem que o som atrapalhe.","Large environment, with excellent attractions, bar with drink and food options suitable for the type of roll. The attendants are very polite and agile. A good place to listen to music, enjoy local bands (and also outside), and have the option of more distant tables from the stage that allow you to talk to friends without the sound disturbing."
"A minha primeira experiência nesse local foi PÉSSIMA! Cheguei, fiz meu cadastro na entrada, paguei o couvert e entrei. Todas as mesas que estavam vazias, estavam reservadas e pelos lugares que tenho costume de ir, geralmente avisam para o cliente que não tem lugar disponível caso a pessoa queira se sentar. O fato de não terem avisado não é o problema, o PROBLEMA e que a moça da entrada veio querer discutir comigo porque eu havia pedido a restituição do valor do couvert pago. Eu achei super desaforada e desnecessária ela vir me falar que lá é uma ""PUB"", uma BOATE e, que as pessoas geralmente ficam em pé e que se eu quisesse ficar sentada, que não fosse em uma pub. Acho que isso nem deveria ser discutido porque o cliente não é obrigado a saber que pra ele sentar nesse estabelecimento ele deveria fazer uma reserva, isso poderia ter sido informado na entrada. Havia mesas vazias, mas eu optei por ir embora porque não estavam afim de ficar em pé (direito meu), isso não dá o direito da pessoa ser sem educação e constrangedora com o cliente.","My first experience in this place was terrible! I arrived, made my registration at the entrance, paid the cover and entered. All tables that were empty, were reserved and from the places I have used to go, they usually warn the customer that they have no place available if the person wants to sit down. The fact that they have not warned is not the problem, the problem and that the entrance girl came to want to discuss me because I had asked for the refund of the paid cover value. I thought it was super unaffected and unnecessary that it comes to tell me that there is a ""pub"", a nightclub, and that people usually stand and that if I wanted to sit, other than in a pub. I think this should not even be discussed because the customer is not required to know that for him to sit at this establishment he should make a reservation, this could have been informed at the entrance. There were empty tables, but I chose to leave because they were not in the mood for standing (my right), it does not give the person's right without education and embarrassing with the client."
"Casa possui atração fantásticas, excelente bandas. Ambiente despojado. Público mais jovem. Deixa desejar no atendimento no bar.","House has fantastic attraction, excellent bands. Stripped environment. Younger audience. Let it desire in the service at the bar."
"Só faltou ter mais funcionários pra fazer drinks, pq são bons, tem preço ok, e tem demanda, então demora um pouco. Fora isso, casa espetacular, espaçosa e com vários ambientes, decoração massa, e um bom som. Está entre as melhores casas de rock e som alternativo em Gyn.","Just missing more employees to make drinks, because they are good, it is price ok, and has demand, so it takes a while. Other than that, spectacular house, spacious and with various environments, mass decoration, and a good sound. It is among the best rock houses and alternative sound in Gyn."
"Gosto muito das bandas de rock que se apresentam. Lugar com pé direito alto, o que proporciona uma sensação de amplitude, deixando o local mais arejado, e ainda tem uma parte do lado de fora muito agradável.  A única ressalva é melhorar o atendimento no bar, tornando mais ágil.","I really like the rock bands that perform. Place with high ceilings, which provides a sense of amplitude, making the place more airy, and still has a very pleasant part outside. The only caveat is to improve service at the bar, making it more agile."
"Ambiente agradável, comida saborosa e música boa!
O que Deixou a desejar e que não servem os drinks na mesa e você tem que retirar no balcão.","Nice atmosphere, tasty food and good music!
Which left something to be desired and that no drinks are served on the table and you have to remove at the counter."
"Lugar agradável
Show são bons
Mas se vc quiser sentar tem q fazer reserva se não não acha lugar para sentar os preços são nível Goiânia kkkkkkk mas enfim tenho nada a reclamar","Pleasant
Show are good
But if you want to sit you have to make a reservation if you don't find a place to sit the prices are level Goiânia kkkkkkk but finally I have nothing to complain about"
"O lugar é ótimo, a estrutura também, mas o cara do karaokê me fez nunca mais querer voltar lá.","The place is great, the structure too, but the karaoke guy made me never want to go back there."
"Gostei do local. O som é muito alto, mas é o normal para pubs. Os drinks são bem gostosos. Tem uma varandinha lateral, aberta, bem agradável. Recomendo.","I liked the place. The sound is very high, but it is normal for pubs. The drinks are very tasty. It has a side, open, very pleasant. I recommend."
"O dia do Karaoke é ótimo, mas as bandas nos dias de shows, deveriam variar mais, pq são sempre as mesmas.","Karaoke's Day is great, but the bands on shows, they should vary more, because they are always the same."
"Local agradável, com espaço fechado e tb aberto.
Os eventos variam segundo o dia da semana.
com ênfase no Rock. O karaokê e forró um dia na semana.
Pra quem curte karaokê, as quartas estão com entrada gratuita atualmente e estão sendo quase um after pra quem sai de outros rolês mais cedo.","Nice place, with closed space and also open.
Events vary according to the day of the week.
with emphasis on rock. Karaoke and forró one day a week.
For those who enjoy karaoke, the Wednesdays are currently free and are being almost a after for those who leave other rollers earlier."
"Vc paga pra entra, quando entrada 90% das mesas estão  vazias e resevadas  então  se não  fzr uma reseva nem venha!","You pay to enter, when 90% of the tables are empty and reset so if you don't have a resue or come!"
"Falta de respeito com a gente que compra ingresso antecipado, podiam informar na hora da compra sobreaviso as mesas, chegamos às 20:00 e as mesas estavam todas vazias, apenas com a placa de reserva.","Lack of respect for the people who buy early ticket, could inform at the time of purchase overview, we arrived at 20:00 and the tables were all empty, only with the booking plate."
"Local agradável.
Pessoas de todas as idades
Bom atendimento
Música Excelente
Para quem gosta de dançar é uma boa.
Seguro
Preço justo","Pleasant place.
People of all ages
Good service
Excellent music
For those who like to dance is a good one.
Safe
Fair price"
O atendimento é mediano e a qualidade dos ingredientes dos drinks são de baixa qualidade.,The service is median and the quality of drink ingredients is of low quality.
"A comida é ótima, a qualidade do som muito boa. O preço é muito bom. Com certeza vou voltar nessa pub. ❤️","The food is great, the sound quality very good. The price is very good. I will definitely go back to this pub. ❤️"
Foi a minha primeira vez de muitas 😎✌️✌️✌️ top demais espaço top gente bonita preço camarada drinks top e cerveja gelada curte muito super indico.,It was my first time for many 😎✌️✌️✌️ Top Other Space Top Beautiful PEOPLE PRICE PORDATE TOP and cold beer enjoy very super indicate.
"Lugar no geral eh bem bacana. Mas se não conseguir ficar no ambiente principal, q não eh muito grande, tem que ficar no mezanino ou na área externa de fumantes e ambos não dá pra ver o palco e a experiência vai pro brejo..","Place in general is very cool. But if you can't stay in the main environment, it's not too big, you have to stay in the mezzanine or the outside of smokers and both can't see the stage and the experience goes to the marsh .."
"Um lugar  divertido!! Com uma recepção maravilhosa,  funcionários super educados.","A Fun place !! With a wonderful reception, super educated staff."
"Ambiente bem climatizado, ótimo som, bebidas geladas e ótimo atendimento.","Very air -conditioned environment, great sound, cold drinks and great service."
"Ótimo ambiente, música boa e gente bonita.","Great atmosphere, good music and beautiful people."
"Ótimo ambiente para ir com amigos,familiares, dia de quarta tem karaokê adorei a experiência!!","Great atmosphere to go with friends, family, Wednesday day has karaoke loved the experience !!"
"Depois de curti várias programações no Instagram, finalmente fui conhecer o Taberna e gostei demais da casa.","After I enjoyed several Instagram schedules, I finally went to know the Taberna and liked the house too much."
"Excelente! Rock in Roll massa c uma banda de primeiríssima e o batera então, tdb. Foi um início de ano maravilhoso curtindo c a Isa.","Great! Rock in Roll Massa C A Prime Band and Batera then, TDB. It was a wonderful beginning of the year enjoying C to Isa."
"Fui em uma quarta feira ,foi divertido ,atendimento bom ,preços justos!ambiente agradável.","I went to a Wednesday, it was fun, good service, fair prices! Nice atmosphere."
"Adoro o local, só acho puxado o valor da entrada","I love the place, I just think the value of the entrance"
"Ambiente legal, o que pega é a questão de reservar de mesas e o fato de não ter garçom para pedidos.","Cool environment, what you get is the question of reserving tables and the fact that you have no waiter for orders."
ALÉM DE TUDO OS PREÇOS SÃO JUSTOS.,In addition to all the prices are fair.
Ambiente com música e comidas de primeira. Gostei do local e voltarei mais vezes com certeza!,Environment with music and first foods. I liked the place and I'll be back more often for sure!
Amo dia de domingo forró pé de serra 😍,I love Sunday forró Pé de Serra 😍
"Ótimas opções de cervejas artesanais, ambiente agradável e excelente atendimento.","Great options for craft beers, pleasant environment and excellent service."
Em dias lotados o bar tem um pouco de dificuldade no atendo. Mas de modo geral é um excelente local. Recomendo,On crowded days the bar has a little difficulty in attending. But in general it is an excellent place. I recommend
"Excelente recepção, espaço e sempre com musicistas ótimos!","Excellent reception, space and always with great musicians!"
"Ambiente bom, forro de domingo ótimo","Good environment, great Sunday lining"
Ambiente bacana pra quem adora um bom rock!,Bacan environment for those who love a good rock!
"Não gostei, banda horrível nada a ver com Queen decepção mesmo, péssimo 😔","I didn't like it, horrible band nothing to do with Queen disappointment, bad 😔"
Preço bom e lugar super agradável,Good price and super nice place
Em Goiânia não deixe de visitar lugar agradável e aconchegante,In Goiânia be sure to visit pleasant and cozy place
"Maravilha, contudo, só precisa de uma refrigeração melhor.","Wonder, however, just needs a better cooling."
"Ótimo som, atendimento bem rápido, ótimo lugar","Great sound, very fast service, great place"
"Local bem arejado, ótimo atendimento.","Well airy place, great service."
"Top demais, show maneiro de rock",Tops too
Melhor astral da Cidade,Best Astral in the city
Local excelente para curtir aquela resenha com os amigos depois da pelada de domingo.,Excellent place to enjoy that review with friends after Sunday naked.
"Ambiente ótimo, nada melhor que ficar debaixo das mangueiras do raimundeira","Great atmosphere, nothing better than being under the hoses of Raimundeira"
"Lugar aconchegante, preço de mercado um pouco acima da média","Cozy place, market price just above average"
Muito bom,Very good
Comida e cerveja 🍻,Food and Beer 🍻
"Já foi melhor... porção de farinha que contém feijão e bastante óleo 14 reais...
Gerente/Dono falta educação.","It was better ... portion of flour that contains beans and plenty of oil 14 reais ...
Manager/owner lacks education."
"Péssimo lugar, não indico.
Fiquei mais de uma hora esperando a jantinha!
Levantei e fui embora!
Nota ZERO 👎","Bad place, I do not indicate.
I stayed more than an hour waiting for dinner!
I got up and left!
NOTE ZERO 👎"
"Comida maravilhosa, bem temperada e fresca. Atendimento ótimo, cerveja gelada e ambiente gostoso. Só faltou ter um torresminho.","Wonderful, well -seasoned and fresh food. Great service, cold beer and tasty environment. Just missing a Torresmin."
"Dei uma estrela, porque não tem como dar nenhuma.
Acho que nem preciso falar muito, as avaliações atrás, já dizem, moro em um dos prédios perto desse bar, ontem, estava passeando com minha cachorrinha, e resolvi parar lá pra jantar, cheguei no rapaz que tava na churrasqueira, e perguntei se tinha um cardápio pra eu olhar, ele só falou que tinha, mas nem na minha cara olhou, e saiu pra fazer outras coisas, voltou, e eu lá esperando, ele continuou fazendo as coisas, e não olhou na minha cara, daí perguntei, onde consigo um cardápio? Ele disse, vc vai levar ou comer aqui, eu disse que iria comer lá, ele disse que não me atenderiam porque eu estava com minha cachorrinha, uma Shitzu pequena.
Os melhores bares, lugares de Goiânia aceitam animais, mas lá eles são alecrins dourados. Minha cachorrinha tem mais educação do que o tal moço da churrasqueira.","I gave a star, because there is no way to give any.
I think I don't even need to talk much, the reviews ago, they say, I live in one of the buildings near this bar, yesterday, I was walking with my dog, and I decided to stop there to dinner, I arrived at the boy who was on the barbecue, and asked if I had A menu for me to look, he just said he had, but not even in my face looked, and went out to do other things, came back, and I waited there, he kept doing things, and did not look in my face, then I asked, where Can I get a menu? He said, you will take or eat here, I said I would eat there, he said they would not answer me because I was with my dog, a small shitzu.
The best bars, places of Goiânia accept animals, but there they are gold rosemary. My dog ​​has more education than such a barbecue boy."
O melhor espetinho da região.,The best skewer in the region.
Cerveja gelada e espetinho no ponto certo,Cold beer and skewers at the right point
Última experiência não foi boa,Last experience was not good
Comida boa.,Nice food.
"Comida gostosa 😋ótimo atendimento , lugar que faz vc se sentir em casa.  Tudo maravilhoso 💖","Hot food 😋 Poor service, place that makes you feel at home. All wonderful 💖"
"Foi a primeira visita, local é legal, tranquilo, atendimento é legal, um local altamente recomendável.","It was the first visit, place is cool, quiet, service is cool, a highly recommended place."
Excelente feijoada aos sábados!!! A melhor feijoada da região. 👏👏👏👏,Excellent feijoada on Saturdays !!! The best feijoada in the region. 👏👏👏👏
"Atendimento cordial, comida boa, cerveja gelada","Cordial service, good food, cold beer"
Ótimo lugar comida gostosa,Great place hot food
Muito boa.,Very good.
Foi 19,It was 19
"Espetacular!! Sempre fomos bem atendidos, comida maravilhosa, cerveja super gelada e atendimentos ótimo!! Lugar tranquilo, família!!! 👏🏻👏🏻👏🏻","Amazing!! We have always been well attended, wonderful food, super cold beer and great care !! Quiet place, family !!! 👏🏻👏🏻👏🏻"
"Gosto de mais desse lugar, principalmente pelos atendimentos, fui comemorar o niver da minha cunhada e eles foram bem receptivos e também fizeram um ótima supressa pra ela kkkk amei. As comidas são deliciosas 🤩🤩🤩🥰🥰 A carne que eles servem são incríveis","I like this place more, especially for the calls, I went to celebrate the niver of my sister -in -law and they were very receptive and also made a great suppress for her kkkk loved. The foods are delicious 🤩🤩🤩🥰🥰 The meat they serve are amazing"
"A Jantinha de espetinho é comida requentada ... A Panelinha parece a mesma coisa, muito seca... A Carne na chapa é boa, porém tem mais mandioca que carne.... 2 estrelas pelo Caldo que é uma delícia...

Não sei se eles selecionam os clientes, pois sou MT simples.","The skewer dine is reheated food ... The clique looks like the same thing, very dry ... The meat on the plate is good, but it has more cassava than meat .... 2 stars for the broth that is a delight ...

I don't know if they select customers because I'm very simple."
"Os caldos parecem bem gostosos, voltarei ao local para experimentar. Aconteceu um fato curioso: pedi cerveja Spaten, disseram que não tinha e insistiram em vender a Heineken. Quando recusei, chegaram na mesma hora com uma Spaten trincando de gelada. Achei estranho.","The broths look very tasty, I will return to the place to try. A curious fact happened: I ordered Spaten beer, they said he didn't and insisted on selling Heineken. When I refused, they arrived at the same time with a spaten crank with cold. I found it strange."
"Sempre vou no baiano's bar, é o melhor atendimento que já tive em Goiânia, comida boa, preço acessível. Os garçons todos são incríveis, sempre pró-ativos e educados. Recomendo sempre.","I always go to Baiano's Bar, it is the best service I have ever had in Goiânia, good food, affordable price. The waiters are all amazing, always proactive and polite. I always recommend."
"Excelente lugar, comida boa a preço justo e atendimento bom","Excellent place, good food at fair price and good service"
"Otimo lugar,cerveja super gelada","Great place, super cold beer"
"Excelente, atendimento muito bom, cerveja gelada, petiscos excelentes e sobremesa espetacular.","Excellent, very good service, cold beer, excellent snacks and spectacular dessert."
"A salada não estava lavada, encontrei dois insetos voadores e duas formigas saindo do alface. A azeitona além de ter caroço, estava com gosto de azeda, o palmito com gosto de cebola e o tomate verde. O atendimento inicial não foi bom, o garçom que trouxe a salada estava melhor que o primeiro. Nenhuma novidade no cardápio todo desmontando, faltava encaixar as páginas no prendedor. Ia pedir um espeto e acabei mudando de ideia depois de ver o alface. Ao final não cobraram a salada, mas tb não comemos, devolvemos na íntegra. A cerveja tinha um ponto positivo, bem gelada, mas tb bem cara. O cardápio todo com preço de shopping, mas a entrega é de boteco copo sujo. Não recomendo.","The salad was not washed, I found two flying insects and two ants coming out of the lettuce. The olive, besides having a lump, was tasteful, palm heart with onion and green tomato. The initial service was not good, the waiter who brought the salad was better than the first. No news on the menu all dismantling, it was missing to fit the pages into the fastener. I was going to ask for a skewer and ended up changing my mind after seeing the lettuce. In the end they did not charge the salad, but we did not eat, we returned in full. The beer had a positive point, very cold, but very expensive. The menu all the mall price, but the delivery is a dirty glass bar. I do not recommend."
"Lugar agradável, de ótimo atendimento e  equipe prestativa. Tem uma sobremesa maravilhosa.","Nice place, of great service and helpful team. It has a wonderful dessert."
"É incrível como nos surpreendemos com um lugar conhecemos de passagem e em um belo dia resolvermos experimentar seus serviços e produtos, este é o Baiano's Bar um lugar de ser bem atendido e se saborear com uma grande variedade de delícias todos os dias da semana ‼️","It's amazing how we surprised you with a place we know passing through and on a beautiful day we decide to try your services and products, this is Baiano's Bar a place to be well attended and if you enjoy with a wide variety of delights every day of the week‼ ️"
"🫵O nome já diz tudo ""Baiano's"" um lugar de e aconchego, no atendimento nota 💯 comida  variada e gostosa e aquela sensação de preciso voltar e trazer amigos.
Super recomendo oxente uai siô ‼️🥁","Name The name already says everything ""Baiano's"" a place of and warm, in the service grade 💯 Varied and hot food and that feeling that I need to go back and bring friends.
Super recommend oxente uai sô‼ ️🥁"
"Ótima comida, garçom prestativos","Great food, helpful waiter"
Excelente restaurante com comidas saborosas,Excellent restaurant with tasty foods
"Excelente, comida e o atendimento.","Excellent, food and service."
